movie_id,genre_id
1553666,99
1562885,18
991494,10751
991494,35
991494,12
991494,16
1373445,27
1373445,53
1234183,18
999689,18
1397001,27
1471751,16
1471751,35
1205515,18
1205515,35
1564942,10749
1564942,18
1564942,35
1564942,28
1564942,12
1564942,53
1397013,27
1397013,53
1404183,99
1032472,10749
1032472,18
1531161,27
1531161,53
1477914,16
1554721,35
1554721,27
1373474,10749
1373474,18
1418531,16
1418531,10751
1418531,12
1418531,14
1504548,99
1501477,27
1501477,18
1356071,18
1356071,37
1151272,18
1151272,53
1097001,9648
1097001,53
1502507,16
1533229,35
1233199,16
1233199,14
1233199,27
1233199,28
1557810,10749
1557810,18
1497397,16
1497397,14
1497397,27
1557814,99
1340733,18
1568061,99
1488195,28
1488195,12
1488195,16
1488195,35
1488195,10751
1488195,9648
1417541,27
1430855,99
1196364,35
1196364,27
1078605,27
1078605,9648
1316173,35
1316173,18
1168719,18
1299799,18
1299799,36
1299799,10402
1291618,18
1291618,878
1473890,18
1473890,16
1507686,18
1507686,27
1562984,99
1284460,18
1284460,27
1284460,878
1159539,18
1159539,36
79220,12
1202549,18
1202549,53
77174,10751
77174,16
77174,12
77174,35
1351030,99
1548668,27
1548668,53
1450368,18
1450368,35
1450368,80
1567108,18
1567108,9648
1563013,53
1563013,10770
1486212,18
1486212,878
1486216,35
1486216,27
1486216,18
1481097,18
1481097,10751
1423756,878
1423756,28
1423756,12
1423756,14
1423756,27
1563020,99
1564049,878
1564049,14
1564049,12
1564049,28
1568146,36
1568146,99
1339797,35
1339797,18
649622,53
1254808,35
1254808,18
1254808,36
1398170,53
1398170,27
1557916,18
1559965,36
1559965,10752
1557917,18
1557919,18
1512864,18
1478049,99
1478049,10402
1536419,18
1450404,27
1557921,10749
1557918,16
1263012,18
1263012,53
1263012,80
1354152,99
1540522,28
1540522,27
1540522,18
1540522,53
722348,27
1453488,18
1453488,27
1453488,878
1547699,28
1557940,16
1557940,10751
797109,10749
797109,14
797109,18
797109,10402
1557941,16
1557941,10751
1557942,10749
1557942,18
645560,18
645560,36
1414590,27
1414590,18
1414590,9648
1414590,53
1414590,28
1401281,18
1550787,18
1550787,9648
464324,53
1543621,18
1543621,53
1102280,80
1102280,35
1313226,18
1313226,35
1238478,18
1221071,99
1447377,16
1447377,99
1561049,99
1320422,35
1320422,14
1320422,18
1315303,27
975335,18
975335,36
1443302,18
1443302,53
1154538,35
1154538,878
1154538,12
1561075,9648
1561075,18
1561075,878
1415669,99
1290742,35
1290742,14
1528313,80
1528313,35
1528313,53
1506812,878
1540605,53
1556992,12
1556992,28
1405448,99
521,53
521,80
1561097,35
1561097,10402
1414667,18
1541644,53
1541644,27
1543694,18
1508880,99
1508880,16
533,12
533,16
533,35
533,10751
1137179,80
1137179,28
1562146,27
1562146,35
1318435,35
1318435,27
1566243,18
1433125,18
1433125,35
1554983,12
1554983,35
1554983,18
812583,35
812583,9648
812583,80
1288748,18
1288748,10749
15916,16
15916,14
15916,9648
1564204,99
1564206,99
1391153,27
1391153,53
1526321,10751
1526321,12
1526321,36
1464883,18
1464883,36
1517106,53
961077,18
961077,10749
1464885,99
1355317,18
1355317,878
1355317,53
1355317,14
766520,18
1568312,35
1517114,99
1407548,18
1198654,35
1198654,53
1538622,27
1383998,9648
1383998,27
1383998,53
1557057,35
1557057,878
1565249,35
1565249,27
1514051,28
1514051,18
1514051,10749
1517120,18
1312325,53
1312325,878
1561159,27
1514057,27
1514057,18
1517130,99
1464909,16
478798,28
478798,80
478798,53
1363534,27
1543765,27
667222,99
1556054,16
1556054,14
1556054,18
1322583,18
1322583,35
1259102,10749
1259102,35
1554014,53
1554017,16
607845,18
1429093,28
1429093,35
651881,35
651881,18
1565289,27
1565289,35
1403499,18
1287782,18
1386087,18
1406569,878
1406569,53
1547882,10749
1547882,35
1398383,99
1397364,18
1397364,35
1463931,99
1294972,16
1294972,18
1294972,80
1548929,35
1555074,99
1557125,18
1557125,35
1317512,18
1409673,18
1361545,18
1361545,14
1568394,10751
1568394,53
1568394,80
1293964,16
1293964,18
323214,27
323214,53
1287822,18
1552016,18
1353361,99
660120,18
660120,10749
660120,35
1243800,18
872096,18
872096,10770
1149614,18
1149614,35
676527,16
676527,18
1494703,27
1494703,53
1465013,16
1465013,18
1465013,10751
1552058,18
1541819,18
1541819,10402
1380027,99
1380027,36
1380027,10402
1370814,18
1370814,27
1480382,18
1408705,14
1408705,16
1401542,80
1401542,18
1470150,14
1470150,27
1418957,99
1340110,27
1340110,53
1340110,878
1447630,18
1416914,18
1416914,35
1340116,16
1561301,18
1534676,53
1568468,27
1566430,99
1566430,10402
1508069,18
1508069,10749
999140,16
999140,878
1537768,28
1568490,16
1568490,14
1568490,10749
1568490,35
1523438,35
1523438,18
1369840,35
1369840,878
1081077,99
1394423,35
1559292,27
916224,16
916224,18
916224,12
916224,14
1322752,16
1322752,10402
1322752,18
1322752,878
1383172,18
1383172,80
1383172,35
1487621,28
1487621,53
1449733,99
603909,14
1278728,99
1278728,12
1278728,18
1278728,28
1285895,18
1552136,99
1442571,18
1476362,12
1476362,18
1476362,53
1568524,18
1568524,80
1491727,10749
1553167,53
1553167,27
1244944,27
1244944,9648
1140498,35
1140498,18
1566483,27
1566483,53
1160981,10749
1160981,18
1336089,27
1288987,16
1288987,18
1522460,99
572195,80
572195,28
572195,18
1514275,878
1542948,35
1542948,27
1435428,35
1435428,18
1035047,18
1564457,99
793387,28
793387,14
793387,27
793387,53
1564459,99
1528625,27
1528625,53
1534769,16
1534769,10751
1327926,18
1327926,878
1001270,53
1001270,18
1562424,99
1557305,99
1543993,16
1543993,878
1543993,12
1543993,18
1557307,99
481084,10751
481084,16
481084,35
481084,14
1558332,14
1558332,18
1557315,9648
1557315,10749
1557315,53
1339206,18
1339206,27
1530695,27
1530695,35
1473351,18
1473351,10752
881480,99
1568588,27
1562448,35
1270612,99
1297238,18
1297238,35
1568604,12
1568604,14
1564509,27
1564509,35
1463134,16
645985,18
1568610,14
1568610,35
1516391,99
1478506,9648
1478506,53
1368940,27
1218412,18
1316719,9648
1316719,53
1471345,35
1119090,16
1119090,10751
1119090,14
1119090,27
1496950,27
1496950,53
1470329,16
1470329,18
1470329,14
1483644,27
1241983,18
1241983,37
1477506,99
1012611,18
1012611,35
1481603,27
1481603,35
1550214,18
1392527,18
1456017,18
1553299,18
1436570,18
1553306,27
1553306,35
1382303,99
1510307,99
1510310,878
1510310,18
858024,18
858024,10749
991146,878
991146,53
1031084,18
1318829,18
1227694,16
1406894,10749
1063857,53
1063857,27
1323953,18
1505202,18
1259443,18
419767,18
419767,878
419767,27
419767,53
419767,9648
419767,12
1457080,18
1360829,16
1360829,28
1360829,878
1377214,27
1377214,14
1377214,35
1510333,18
1510333,99
1063873,18
1063873,35
1379266,18
1566664,12
1566664,10751
1568712,27
1568712,53
1233866,18
1233866,35
701387,35
701387,878
701387,53
1257420,18
1429453,18
1429453,27
1301454,18
1567695,9648
1567695,10402
1567695,10749
1466319,18
1466319,80
1304527,18
1304527,35
1304527,10402
1568721,27
1220564,18
1220564,53
1220564,36
1520597,18
1520597,12
1520597,14
969686,878
969686,27
1259477,16
1259477,14
1259477,10751
1220566,18
1220566,53
1564628,18
1564628,35
1565658,99
1511384,35
1511384,18
1400789,99
1400791,99
1538011,16
1568733,80
1568733,18
1568733,27
1217505,35
1217505,10749
408545,99
1432547,16
1432547,28
1432547,9648
1432547,878
131044,18
131044,10402
1287141,10749
1287141,18
1287141,35
1565671,9648
700391,28
700391,12
700391,878
1127407,35
1127407,14
1127407,27
1339377,99
1165298,99
639988,80
639988,53
639988,35
1568757,27
1568757,16
1510390,99
1492999,18
1492999,14
1492999,99
1470471,18
1538062,10402
1538062,99
1079311,80
1079311,18
1079311,53
1501214,99
1490977,99
1220649,18
1353774,16
800817,16
800817,10751
800817,10402
1462322,35
1353778,16
1353778,14
55,18
55,53
18491,16
18491,878
18491,28
18491,18
1499200,27
1499200,9648
1499200,53
1427540,18
1427540,10751
1427540,10749
1353829,12
1353829,35
1560677,16
1560677,28
1560677,878
1560677,35
1560677,14
1007734,28
1007734,53
1568893,18
1568893,10749
1095805,18
1095805,28
128,12
128,14
128,16
1560712,99
1319053,99
1319053,10402
1331349,18
1331349,10749
1331349,10402
1298583,99
1564837,9648
1564837,53
1527976,18
1527976,99
1527976,16
1478836,18
1478836,35
1517758,99
1558720,99
1267905,35
1267905,18
1267905,10749
1157322,18
1157322,36
1427675,18
1427675,35
1485022,18
1485022,35
1485022,16
1528037,18
1507563,18
1497325,99
1497325,35
1493253,12
1493253,35
1493253,878
1493253,37
1280282,10751
1280282,35
1280282,12
1280282,16
1206564,10751
1206564,12
1206564,14
1536299,27
1276210,27
1276210,9648
1505596,99
1362244,35
1362244,18
1564996,878
1567051,35
61791,53
61791,28
61791,18
61791,878
1296742,18
1296742,10402
1296742,10749
1294698,80
1294698,18
1218925,16
1218925,28
1218925,14
1562996,99
1563001,99
1476988,18
1476988,35
1558917,27
1558917,35
1546633,878
1546633,16
1546633,18
1042834,53
1042834,18
1542550,28
766369,9648
766369,53
1567138,53
1556908,27
1141182,27
1141182,53
1141182,878
1448387,53
1448387,18
1526215,99
1526215,10752
20943,35
20943,10749
1358305,16
1358305,14
1358305,10751
1069537,18
1489381,16
1567206,27
1458670,18
1528306,16
1528309,16
1528315,35
1528315,10749
1528318,80
1528318,18
1513983,27
1513983,878
1212934,18
1559046,18
1559053,18
1417742,99
1559055,18
920081,28
920081,27
920081,878
344593,27
1559057,9648
544,10749
544,35
1559075,99
1565222,16
1559090,99
1399356,27
1399356,35
1417790,18
1481279,18
1565247,99
1520194,35
1315405,18
1315405,14
1559126,99
1559127,53
1567326,99
1559137,99
1546852,99
1559143,18
1559145,16
1559145,18
1555056,99
1014393,18
961145,16
961145,18
1555073,99
1063554,10402
1063554,18
1297028,27
1563276,10402
1563276,27
1563291,35
1563291,27
1565350,99
1497788,80
1497788,18
1497788,53
1528509,18
1567425,10402
86727,18
86727,10752
1446601,16
1446601,28
1436366,18
1436366,10749
1534678,16
1565400,18
1534685,18
1534685,35
1301218,99
1485539,16
1379045,18
1473262,10752
1473262,18
1473262,36
1327862,10749
1327862,18
1450744,16
80633,27
80633,80
80633,53
1563396,99
1456907,18
951055,99
1422096,27
1422096,53
1282837,16
1282837,18
1151766,18
1151766,53
1516313,18
1329944,16
1329944,18
1567527,16
1567527,18
1567527,35
1567527,28
1567527,10749
1567527,878
1245993,80
1245993,53
1245993,35
1567537,18
1567537,878
1073973,27
1073973,35
1370934,18
1567546,99
973628,18
973628,53
1549120,28
1549120,12
1549120,10749
1567556,16
1567556,14
1567556,10402
1567556,18
1567556,35
1567556,28
1463113,27
1463113,10749
1436494,99
424783,28
424783,12
424783,878
1069905,18
1069905,35
1114967,35
1114967,14
1422168,35
1422168,80
1422168,18
1563487,99
1246049,27
1246049,14
1246049,10749
1524585,16
1524585,99
1497970,16
1497970,35
1315702,18
1315702,53
1481597,35
1481597,10749
1522558,27
1522558,878
1553285,99
1061771,16
1061771,35
1061771,14
1061771,27
1481614,37
1481614,80
1481614,18
1467279,18
1547152,18
1547152,14
916,28
916,80
916,53
1360791,10749
1360791,10770
1557399,35
1557399,10749
1561498,18
1561498,53
1498011,99
1444764,16
1444764,99
1356701,16
1356701,18
1428381,9648
1428381,18
1555360,18
1555360,878
1510306,99
1352624,18
1352624,80
582578,35
582578,99
1567666,99
1567666,27
1567666,9648
1502130,16
1033148,18
1033148,53
1033148,35
1315779,18
988099,16
1194963,27
1194963,53
1174492,27
1563616,28
1537003,99
1549292,16
1549292,10751
1549292,14
1205229,16
1205229,35
1205229,12
1205229,878
1205229,27
1516525,99
1516525,10402
1346540,35
1346540,18
1364977,35
1364977,27
1317877,27
1520629,18
1565701,18
1565704,9648
1526792,10752
1526792,18
1461260,27
1461260,53
1528845,18
1383443,99
1317920,35
1319969,12
1319969,14
1319969,35
1319969,10751
1086497,18
1567778,35
1567778,18
1567778,28
1309735,18
1553454,35
1553454,18
1483823,53
1471537,35
1471537,18
1438780,99
1438780,27
1438780,18
1430589,27
1430589,53
1565774,99
1197137,27
1197137,53
1137759,35
1383519,35
1383519,53
1535072,18
1555551,35
1555551,18
1555556,99
1451117,18
1537139,99
1567861,27
1567861,9648
1537145,99
1567865,27
1270908,12
1270908,35
1567872,18
1567872,9648
1182861,18
1567888,18
1445031,10749
1445031,53
1160360,35
1160360,18
1494184,18
1494184,878
765096,80
765096,10770
9392,12
9392,27
1567920,27
1545395,99
1389750,18
1389750,10751
1545399,18
1338552,35
1338552,18
1338552,9648
1545401,18
1567933,27
1557699,18
988361,18
1565924,878
1565924,18
1567973,99
1000683,53
1000683,18
1219830,99
1471743,16
1471743,12
1471743,14
1471743,18
1565955,18
763144,18
763144,36
763144,10752
1309962,35
1551627,10749
1107216,16
1107216,35
1107216,12
1107216,53
795924,16
795924,878
1404184,99
1324315,35
1324315,18
1324315,10749
1563936,80
1563936,53
1563936,27
1144107,16
1144107,14
1144107,28
1494322,99
1242419,80
1242419,18
1242419,35
1496378,878
1496378,28
1013052,12
1013052,35
1013052,878
1418564,99
1301844,18
1242454,18
1308004,10751
1308004,35
1308004,18
1566054,16
1564018,35
1564018,27
1527163,35
1527163,10749
1527163,14
1320323,99
1564035,16
1564035,99
1564035,27
1142149,16
1142149,18
1568135,27
1527178,99
1254800,18
1568147,9648
1568147,12
1516949,27
1516949,35
1551766,99
1551766,10402
1568153,9648
1539493,10402
1539493,99
1566126,99
1555905,878
1555905,18
1424844,99
1424844,10402
48594,18
48594,9648
48594,53
48594,27
1551829,27
1564118,99
1474010,16
1474010,18
1187298,35
1320420,18
1320420,53
1312228,27
1312228,9648
1312228,53
1506794,18
1535477,18
1564149,18
1564149,35
1543686,18
1517065,14
1517065,10749
757259,53
1230368,18
1230368,10402
1447460,18
1447460,36
1447460,10402
1556008,878
1556008,27
1269295,35
1269295,18
1566258,99
1291829,18
1488449,35
1488449,18
1566274,99
1568323,10749
1568323,27
1248842,99
1568330,18
1566286,18
1568341,99
1465948,18
1465948,9648
1465948,10749
1566302,35
1566302,80
1418849,18
1566305,99
1566312,99
1226354,10749
1226354,18
1226354,35
1566322,99
1480308,35
1140346,27
1140346,9648
1568380,27
1568380,18
1568380,9648
1406595,99
1463943,35
1463943,18
1556122,18
1556122,53
1556122,10751
1568416,878
1568416,53
1568416,9648
1076897,12
1076897,14
1076897,35
1076897,36
1214130,10751
1214130,35
1214130,12
1214130,16
1492660,18
1400501,35
1406657,16
1406657,28
1406657,10749
1406657,14
1566405,53
1021643,18
1021643,35
1566421,35
1554142,18
1554142,14
1554142,53
1427167,18
1558240,27
1558240,53
1220334,99
1552113,16
1552113,14
1552113,35
1517298,27
997113,18
997113,53
1539843,35
1566488,27
1568537,99
1093402,18
1040162,18
1419053,16
1419053,14
1419053,10749
1566511,12
1566511,35
1062722,18
1062722,27
1062722,878
1558349,14
5967,18
5967,10749
1562463,99
1476450,18
1476450,10749
1234786,18
1421157,99
1386343,28
1386343,53
1156976,18
1156976,10751
1156976,10749
1275760,35
1275760,27
1275760,10402
1275760,28
1398655,18
1243008,18
1243008,35
1316745,16
1228682,18
1499025,18
1333141,16
1333141,35
1333141,878
1480602,14
1439655,35
1439655,10752
1439655,18
1290159,10752
1290159,53
1568688,36
1568688,18
1208242,53
1208242,27
1337268,16
1556406,18
1564600,99
1558460,10749
1558460,35
1558460,18
1466302,80
1466302,18
1466302,53
1281983,27
1281983,53
1281983,35
1523650,10749
1523650,18
1568709,35
1568709,99
61387,18
61387,14
1400780,99
1173455,99
1173455,36
1357779,18
937941,27
937941,9648
1208277,18
1273813,35
1370078,16
1370078,35
1558497,10751
1558497,9648
1568738,99
1568743,99
1277929,18
1568747,99
1259501,18
1259501,9648
1259501,53
718833,27
718833,14
718833,18
1449969,16
1540087,27
1540087,18
1566716,18
11,12
11,28
11,878
1310741,18
1310741,10751
1556501,16
1556503,80
1556503,28
1556506,18
1228827,35
1228827,18
1556508,16
1556512,18
1196067,878
1196067,28
1179684,28
1179684,53
1556519,18
1556520,99
1327147,10751
1327147,14
1327147,12
1556523,18
1212461,14
1212461,12
1212461,27
1556536,18
1556536,28
1556536,9648
1425468,99
1212489,18
1425485,10749
1425485,18
294992,53
294992,10752
294992,12
1523799,18
1523799,10749
1523799,14
278632,53
278632,27
105,12
105,35
105,878
1310830,18
1310830,36
118,12
118,35
118,10751
118,14
1425531,18
1425531,53
1278076,18
1278076,10402
1278076,10749
1441918,9648
1441918,27
1474687,35
1376387,99
1376387,10402
1147016,10749
1147016,18
1441931,18
1441931,35
141,14
141,18
141,9648
1458319,14
1458319,12
1458319,10751
1458319,28
458896,18
458896,36
458896,10752
1556631,27
1376412,18
1376412,53
1392796,16
1392796,10751
1392796,35
1376415,36
1376415,18
1245347,35
1245347,18
1491110,35
1540265,9648
1556652,99
1245362,99
1376439,18
1376439,36
1245399,16
1245399,10751
1245399,36
1016024,18
1016024,28
1245409,99
1245409,14
1245409,10749
1196264,16
1196264,12
1196264,14
1523947,27
1507568,99
1507573,18
1507573,35
1556729,18
1556729,10749
1081595,99
1507580,18
426238,18
426238,10749
1310976,27
1310976,16
1261825,35
1016069,12
1016069,28
1016069,16
1016069,35
262,18
262,35
1556742,35
1556742,27
1458440,18
266,18
266,10749
274,80
274,53
274,18
1523987,16
1392925,18
1556771,53
1556771,18
1556771,878
1392934,27
1392934,53
1524006,35
1556779,35
393519,27
393519,18
1556787,18
1196348,10749
1196348,18
1474878,10749
1474878,35
1540421,99
1540421,10752
1540421,36
1540421,80
1540421,14
329,12
329,878
1327447,18
345,18
345,53
345,9648
346,28
346,18
524635,18
524635,10749
1212763,27
1245532,10749
1556826,18
351,18
262500,28
262500,878
262500,53
1540452,99
1458532,16
1556841,18
1524093,12
1524093,35
1524094,27
1294724,18
803208,18
1540489,18
1507724,16
1507724,878
1507724,27
1409423,18
1442194,18
1442194,35
1130899,27
1130899,9648
407,80
407,18
1540503,27
1556891,878
1556891,18
1556891,10749
1556891,16
1556900,16
1556900,18
1442218,18
1442218,53
1442218,14
1556915,99
1556927,53
1540544,27
1540544,9648
1130943,99
1130943,16
1425859,10749
1425859,53
1327557,53
1556939,99
1556939,12
475602,18
1507796,18
1507796,10749
1556954,99
1475044,27
1475044,18
1475044,9648
1475049,18
1507818,35
1507818,18
1245685,18
1245685,14
1229301,28
1229301,35
504,80
504,18
1556985,16
1556985,28
1556985,12
1556985,35
1556985,14
1049082,16
1049082,35
1049082,18
1049082,10751
1049082,14
1507840,80
1507840,53
1556999,18
1556999,28
115210,27
1557003,18
1557003,28
1147411,12
1147411,16
1147411,28
1147411,10770
1491479,10751
1491479,35
1196573,53
1196573,28
1196573,80
1524270,9648
1524270,53
1376817,18
1327668,18
1327668,36
1327668,16
1262136,10770
1540667,35
1376828,18
1507901,35
1507901,27
1557056,27
1557056,53
1557056,18
578,27
578,53
578,12
1557059,10751
1376838,10749
1376838,18
1376838,35
82505,27
82505,53
1229385,18
1229385,14
16969,28
16969,80
16969,35
1376856,28
1376856,53
1376856,18
602,28
602,12
602,878
82525,80
82525,18
82525,53
737885,27
1557086,99
1557089,99
639590,99
617,9648
617,53
617,18
1376879,10752
1376879,36
1524336,27
1524336,53
1524336,9648
1491577,99
638,18
638,53
638,9648
1557124,18
1557124,35
1393288,35
1393288,10749
1000085,18
1360536,10752
1360536,35
1360536,36
1360536,18
672,12
672,14
673,12
673,14
674,12
674,14
675,12
675,14
676,10752
676,10749
676,36
676,28
1540777,18
1295026,16
1295026,18
1147572,14
1147572,12
1147572,10751
1540788,53
1540788,18
1524403,12
1524403,35
1393334,18
1393334,9648
1393334,53
1049286,99
1442503,18
1442503,53
1327819,10751
1327819,35
1327819,16
1327819,878
1524437,18
1524454,27
1131244,10752
1131244,18
1180400,10770
1180400,35
1180400,10749
1180400,10751
1524465,18
1524465,80
1524465,28
49908,18
1229563,10402
1229563,18
1557243,28
1557243,878
1557243,14
1557243,12
1557243,18
765,27
765,35
765,14
951038,99
767,12
767,14
951053,99
1475350,99
1475353,16
1475353,18
794,27
794,53
1114911,99
1196831,28
1196831,12
1196831,53
1098534,99
1540903,99
1540903,10402
1393449,27
1393449,35
1393449,9648
1393449,18
1491753,16
1475372,27
1475372,9648
1475372,53
1180461,99
1442608,18
82743,35
82743,27
1377082,10402
1377082,18
1213243,28
1213243,53
426814,27
426814,53
869183,10402
1557337,18
1557337,53
1557337,28
1524571,18
1033052,27
1033052,35
1557350,27
1557351,18
1147753,18
1278827,35
1278827,10749
1278827,18
1426297,27
1491834,99
1508226,53
1508226,878
1508226,18
394117,18
1278853,14
1278853,10751
1409925,18
1540998,53
1360774,10749
1557383,16
1278859,14
1278859,10751
1475468,99
1360780,10770
1360780,35
1360780,10749
1360785,16
1360785,35
1360785,10402
1360785,10751
1196946,36
1196946,10752
1115030,35
922,18
922,14
922,37
923,27
923,878
1508252,27
1508252,35
1508252,9648
1541024,18
1541024,9648
1557421,18
1557421,53
1557424,16
361403,35
361403,18
361403,10751
1409985,16
1409985,28
1409985,18
1491908,18
1131460,18
1131460,53
508883,16
508883,12
508883,14
508883,10751
508883,18
803796,14
803796,10402
803796,35
803796,16
985,27
985,878
1147867,18
1147867,14
1147867,10749
263134,18
263134,35
1410020,16
1524711,10770
1180648,27
1180648,18
1065967,10749
1065967,18
1557488,16
1491953,35
1491953,16
1491951,99
1377273,99
1557501,35
1491966,99
1524737,18
1508354,18
1491974,18
1278983,10749
1278983,35
1246215,18
1246215,9648
1246215,80
951305,27
1541128,10751
1541128,35
1541128,14
1541128,12
1491991,18
1492004,18
1360933,99
1295400,35
1295400,18
1295400,80
82990,27
1541169,18
1377331,18
1377331,35
1377331,10749
1557556,99
1475637,18
1508407,878
1508407,14
1508407,35
1508416,35
1089,28
1089,53
1089,80
1197122,35
492611,27
492611,53
1164355,27
1164355,53
1197125,18
1541196,10751
1541196,14
1541200,10751
1541200,12
1541200,14
1541201,35
1541201,12
1541201,10751
1426518,99
1541208,99
1066075,16
1541215,12
1557608,99
1311850,10749
1311850,35
1311850,10770
1279093,35
1279093,10749
1442940,53
1442940,28
1442940,18
1524863,18
1442947,18
1442947,35
1442947,10751
607365,27
1393799,18
1393799,35
476299,27
476299,9648
476299,53
1066124,18
1066124,10749
1066124,10402
1557659,18
1262748,18
1262748,35
1361054,16
1361054,18
1361054,10749
1180831,14
1180831,28
1180831,12
1311908,35
1311908,18
1082543,18
1082543,10749
1557681,18
1524915,35
1524922,35
1557691,35
1328318,27
1557697,18
17610,35
17610,12
525516,99
525516,18
1328335,35
1328335,80
1508564,10749
1508564,35
1180894,27
1250,53
1250,28
1250,14
1492194,18
1361125,35
1361125,10749
1361125,10770
1492201,35
1492201,10751
656618,12
656618,16
656618,35
656618,10751
656618,10402
1459437,18
1508591,27
1131759,28
1131759,12
1131759,14
460019,53
460019,27
1197306,28
1197306,80
1197306,53
1541371,99
1541371,10402
1066234,28
1066234,80
1066234,53
1443069,18
460036,18
967941,18
967941,10749
967941,14
1294,18
1294,10402
1279246,16
1279246,12
1164559,18
1164559,80
17680,18
1557778,18
1541397,99
1541397,10402
17687,80
17687,18
1541405,10749
1541405,35
1541407,10749
787747,18
787747,27
787747,53
1541413,9648
1426728,28
1426728,35
1131822,10749
1131822,18
1541434,35
1066298,9648
1066298,35
1066298,53
1066298,36
1361210,35
1361210,10749
1361210,10770
1361211,10770
1361211,35
1361211,10749
1557819,27
1557819,9648
1361215,10770
1361215,10749
1361215,35
1541444,18
1066313,878
1066313,27
1557833,28
1557833,35
1557833,878
1295691,18
1525072,35
1049942,27
1049942,53
1557848,28
1557848,18
1557848,53
1361244,10770
1361244,10749
1508702,99
1410399,27
1410399,28
1410399,53
1361248,18
1361248,10770
1378,10749
1378,18
1378,35
1361253,10770
1361253,35
1361253,10749
1426792,18
1426792,10749
1525100,10749
1541496,18
1426809,35
1557882,27
1557882,9648
1492347,16
1492347,14
1459584,18
1459584,35
1459584,10749
1000837,18
1000837,36
1557893,18
1262983,27
1262983,53
1312149,14
1312149,35
1312149,10751
1459612,10749
1459612,14
1312157,35
1312157,10749
1440,18
1440,10749
1441,18
1441,28
1441,53
1441,80
1525161,53
1525161,18
1525161,80
1508779,10751
1508779,12
1148331,18
1148331,9648
918957,36
918957,18
1508780,9648
1508780,18
1361326,53
1361326,27
1361326,14
1000879,53
1000879,14
1525168,35
1525168,12
1525168,878
1181107,16
1181107,10751
1181107,14
1181107,18
1181107,12
1525176,99
1557944,35
50619,12
50619,14
50619,10749
50620,12
50620,14
50620,18
50620,10749
492994,99
1492418,99
1525189,53
1525189,18
1557981,35
1525218,28
1525218,27
1525218,35
1394147,27
1557993,99
1557993,10402
50667,10402
1508846,99
1492475,16
1535,28
1535,80
1535,53
312831,14
312831,27
1328644,18
1246729,53
656908,28
656908,18
656908,14
1548,35
1548,18
1476109,99
542224,27
542224,14
804370,16
804370,12
804370,878
804370,14
1082900,18
1082900,10749
1426965,18
1426965,35
1459737,18
198184,80
198184,28
198184,878
329263,35
1001010,18
1001010,35
1001010,10749
1541686,27
1541686,9648
1591,18
1427019,18
1214028,35
1214028,10751
83533,878
83533,12
83533,14
1263187,99
1001044,18
1001044,10749
1001044,53
1001044,878
1558107,99
1492574,10751
1492574,14
1492574,12
1558110,99
1558110,10402
1492576,18
1492576,10749
1214052,18
1214052,53
1214052,80
1230440,28
1033842,18
1033842,10749
1541750,10402
1541750,9648
1558134,27
1525367,16
1525367,18
1525367,27
1525367,9648
427641,28
