actor_id,gender,name,popularity
3062141,1,Cathy Cerda,0.1656
1855003,2,Marc Arnaud,0.1487
3722071,1,Laëtitia Coryn,0.0453
5404404,0,Haylee Issembourg,0.075
5404405,0,Isaac Schoumsky,0.0143
2436895,0,François Raison,0.2849
1837760,1,Céline Ronté,1.0597
2353434,1,Lindsey Normington,1.6074
5772759,0,Mitch Anderson,0.0
5772760,0,David Brown,0.0
5772761,0,Emma Orr,0.0
5772762,0,Charlie McElveen,0.0
5772784,0,Terrence Nicholson,0.0
4256123,2,Kang Seung-ho,0.5575
2863366,2,Woo Sang-jeon,0.3105
1511024,1,Son Sook,0.8495
2204431,1,Cha Mi-kyeong,0.9664
2344102,2,Oh Man-seok,0.8885
1696022,1,An Min-young,0.5021
2981562,1,Jung Jae-eun,0.3405
1765534,2,Seo Hyun-chul,0.5132
1606060,1,Kim See-eun,1.3293
1997967,2,Kang Tae-u,0.332
5361665,0,Oleksandr Yakobchuk,0.0071
5361666,0,Illia Pivtorak,0.0071
5361668,0,Vladyslav Blintsov,0.0071
4515560,2,Kostiantyn Shakhman,0.0
5734952,0,Oleksanda Holubovska,0.0
5734953,0,Nataliia Khomenko,0.0
5734954,0,Anna Petrovska,0.0
5734955,0,Oksana Krasnobaieva,0.0
5734956,0,Veronika Manets,0.0
3884721,0,Rupanty Akid,0.1396
5768969,0,Sudip Sinha,0.0
5768970,0,Aparupa Samanta,0.0
4101576,0,Berni Stapleton,0.0643
4713006,1,Nicole Redmond,0.1116
1225534,2,Andy Jones,0.4612
1278477,0,Greg Malone,0.5298
1545548,0,Ane Christensen,0.0823
1807976,1,Alexis Koetting,0.3272
1697398,1,Paula Morgan,0.1607
4215845,1,Reine Faiad,0.1856
5771076,0,Joe Power,0.0071
5771089,0,Paul Kavanagh,0.0
2887,2,Tom Waits,1.6248
1023139,2,Adam Driver,2.5074
167640,1,Mayim Bialik,1.9442
44079,1,Charlotte Rampling,3.7408
112,1,Cate Blanchett,4.3309
1080195,1,Vicky Krieps,2.9164
1048644,1,Sarah Greene,2.1219
1789788,3,Indya Moore,1.3302
2275493,2,Luka Sabbat,0.8785
236639,1,Françoise Lebrun,0.6166
42442,2,Saleh Bakri,0.8654
103008,1,Cherien Dabis,0.719
1187037,2,Adam Bakri,0.7694
1712859,1,Maria Zreik,0.5389
24289,2,Mohammad Bakri,1.2855
3702754,0,Muhammad Abed Elrahman,0.2201
5231336,0,Sanad Alkabareti,0.0797
5231337,0,Salah Al Din,0.1589
5231338,0,Rida Suleiman,0.1651
5231339,0,Yousef Zaalok,0.0387
4006010,2,Hunter Hancock,0.4646
6968,2,Hugh Jackman,4.2622
11661,1,Kate Hudson,3.6234
11486,2,Michael Imperioli,2.0376
26473,2,Fisher Stevens,3.0445
26485,2,Jim Belushi,2.5565
933578,1,Ella Anderson,2.3514
2463999,3,King Princess,0.3025
62385,2,Mustafa Shakir,1.4422
5000216,2,Hudson Hilbert Hensley,1.3193
1206334,2,Josh O'Connor,3.0475
3191695,0,Lily LaTorre,0.4838
1028899,1,Meghann Fahy,3.1516
3119545,1,Kali Reis,0.6559
23882,1,Amy Madigan,4.0225
183814,2,Jefferson Mays,0.7574
4896970,0,Nancy Morlan,0.1544
2777320,0,Sam Engbring,0.1785
3555315,2,Binky Griptite,0.2286
3448718,1,Brey Noelle,0.2993
3680146,2,Rob LaColla Jr.,0.1885
1480056,1,Layla Cushman,1.9149
3795244,2,Gabe Baker,0.0713
1843167,0,Joseph Cox,0.0071
1875915,1,Theresa Martini,0.2567
5481165,0,Lara Cocron,0.0143
5699183,0,Yannick Laux,0.0256
1494902,1,Chai Fonacier,1.0687
1175988,1,Suzette Ranillo,0.1987
1199947,0,Keith Deligero,0.0363
1360831,0,Victor Villanueva,0.324
3453748,2,Carl Joseph Lara,0.0441
2814863,0,Grace Marie Lopez,0.0071
88995,1,Adrianne Palicki,2.7121
2418916,1,Dulcé Sloan,0.5198
2185235,0,Bill Wise,0.0837
4809320,0,Bobo Hoang,0.0688
78433,2,Ryan Hansen,1.5858
973,2,Jason Flemyng,2.3363
984,2,Nicholas Rowe,0.9418
1268988,2,Grant Huggair,0.9376
1271537,2,Ben Shockley,0.2579
2497784,1,Kelly Freemantle,0.1776
1524862,0,Simeon Willis,0.1105
4249371,0,Elena Diego,0.0143
4249372,0,Mikael Gauluet,0.0286
4249373,0,Héctor Cavallaro,0.0286
1423877,0,Elodie Bernardeau,0.0143
4249374,0,Antonio Macipe,0.0143
4249375,0,Candelaria Hernández,0.0256
933011,2,Marat Descartes,1.7343
2461475,0,João Filho,0.0071
5129672,0,Pedro Parente,0.0143
4403890,0,Rayssa Torres,0.0143
4897571,0,Rycleson Rodrigues,0.0143
5129676,0,Isabel Azevedo,0.0
5761400,0,Daniel Kapeluschnik,0.0
5761402,0,Clairo,0.0
5761403,0,Christian Lees,0.0
5324028,0,Peter Sichel,0.0071
73628,1,Sylvia Sichel,0.1296
2418919,0,Stephen Kinzer,0.2017
13716,2,Carl Bernstein,0.3845
2762683,2,Ashton James,0.1326
56871,2,Blair Underwood,1.6784
25878,2,Shawn Doyle,1.5883
3580499,1,Alexandra McDonald,0.2502
1431050,1,Oluniké Adeliyi,2.2908
1884282,2,Henri Picard,1.439
2615220,0,Emidio Lopes,0.21
2450166,2,Donald MacLean Jr.,0.8105
220615,1,Tamara Podemski,1.314
76973,2,Joris Jarsky,0.8122
5375564,0,Tamara Cortés,0.0071
4951420,0,Matías Catalán,0.0357
1317111,1,Paula Dinamarca,0.1318
1040960,1,Claudia Cabezas,0.1947
127247,2,Luis Dubó,0.3451
225011,2,Alfredo Castro,0.5054
947768,2,Andrés Almeida,0.6423
1327742,2,Felipe Ríos,0.8435
5375574,0,Vicente Caballero,0.0261
5353291,2,Del Raum,0.0261
1301739,2,Stjepan Perić,0.3544
1424584,0,Dubravka Vukotić Drakić,0.2139
3820683,0,Pedro Sitjar,0.0143
2008762,0,Alicia Garcia,0.0071
2272241,0,Jose Rodríguez,0.0535
3820680,0,Pau Roldán,0.1251
5761410,0,Isidora García,0.0143
5761411,0,Josefa Barraza,0.0
5761412,0,Valeria Saa,0.0
4398855,0,Paula Díaz,0.0
5761453,0,Valentina Suazo,0.0071
5764072,0,Renato Trenfo,0.0
1763774,1,Karoline Petronella Ulfsdatter Schau,0.2053
4010229,0,Hannah Elise Adolfsen Fjeldbraaten,0.0646
3804924,0,Stian Isaksen,0.0071
3749647,0,Jørgen Cleve Broch,0.0823
3673028,1,Mari Hauge Einbu,0.0935
5343270,0,Mark Hornyan,0.0143
5769211,0,Michael Adogla,0.0
5343266,0,James Palmquist,0.0261
5769215,0,Peyton Rayne,0.0
5769328,0,Austin Martinez,0.0
5769331,0,Juan Rivero,0.0
5769334,0,Shawna Silva,0.0
5769359,0,Ozuhakachi Akarolo,0.0
5769361,0,Rianna Bunag,0.0
5769362,0,Damian Contreras,0.0
1092405,2,Yannis Kokiasmenos,0.1565
3179681,1,Maria Diakopanagiotou,0.2716
2138405,2,Argyris Pandazaras,0.3624
1074097,2,Antonis Kafetzopoulos,0.3984
2374032,2,Antonis Tsiotsiopoulos,0.25
3599578,2,Romario Cottoy,0.0071
5634537,0,Khalil Hinds-Basdeo,0.0071
3623608,1,Gabriella Bovell,0.0261
3599577,0,Simon Alleyne,0.0475
3599580,0,Marsha Greenidge,0.0071
3599579,2,Jamal Moseley,0.0168
3623609,0,Michael Crossman,0.0143
3694441,0,Ronald 'Zen' Als,0.0143
3691194,1,Zoé Armstrong,0.0
3623612,0,James Marshal,0.0
5688887,0,Sean Barratt,0.0071
5688888,0,Tom Botterill,0.0143
5688890,0,Kyle Blythe,0.0214
4364528,0,Mitchell Wilson,0.0286
1297661,1,Kokoro Hirasawa,1.2282
83527,1,Shinobu Terajima,3.0204
105403,2,Gaku Hamada,1.012
1179543,1,Sherina Munaf,0.593
80754,2,Etsushi Toyokawa,1.6175
65427,2,Yuji Ueda,1.444
11544,2,Jean Gabin,0.9905
15135,2,Alain Delon,3.8962
40976,2,Claude Cerval,0.3014
32100,2,Maurice Biraud,0.7477
39471,1,Viviane Romance,0.3861
39098,2,Henri Virlogeux,0.7618
24540,2,Jean Carmet,0.9758
1942,2,José Luis de Vilallonga,0.63
574349,1,Rita Cadillac,0.575
7568,1,Dominique Davray,1.0847
5293,2,Willem Dafoe,4.9541
1163685,1,Stéphanie Argerich,0.1952
5580561,0,Lilly Lindner,0.0256
5580562,0,Claus Philip,0.0143
1145476,2,Gastón Solnicki,0.0816
5659789,0,Camille Clair,0.0676
5659790,0,Lilly Senn,0.0286
49687,2,Klaus Lemke,0.3618
5710373,0,Hendrik Waringa,0.0071
5710376,0,Maurits van Nijen,0.0
1247382,1,Susannah Sprague-Lerma,0.226
13260,1,Linda Harrison,2.6264
9222,2,Don Pedro Colley,0.6897
1234651,2,Byron Cherry,0.3933
1196772,2,Wayne Farris,0.3846
97824,2,Conrad Brooks,0.4157
1570986,2,Chris Hahn,0.309
1719996,2,Matthew T. Metzler,0.8734
936648,2,John Wisniski Jr.,0.4787
568583,2,Jim Duggan,0.4118
5173944,1,Tabatha Zimiga,0.247
5173945,1,Porshia Zimiga,0.1442
59233,2,Scoot McNairy,2.4145
49971,1,Jennifer Ehle,3.4262
5469363,0,Jesse Thorson,0.1773
5469365,0,Chancey Ryder Witt,0.077
5469369,0,Clay Pateneaude,0.1187
5469370,0,Leanna Shumpert,0.1126
5469371,0,Brynn Darling,0.2113
5469372,0,Wyatt Mansfield,0.0143
4995151,1,Yukino Kaizu,0.0811
3066719,2,YU,0.2388
2870994,2,Yutaka Kyan,0.9583
3185102,1,Tammy Lin,0.3159
2906878,1,Mimi Shao,0.4522
2117114,1,Ray Fan,0.2245
4573690,2,Mondo Otani,0.0688
3091384,2,Wan-Hao Chen,0.153
4357023,2,Yuhei Shirakawa,0.1033
4627157,0,Raion Yoza,0.0143
2275122,1,Chen Yuu,0.3336
1609470,2,Phil Hou,0.929
3776157,2,Jeff Kuo,0.0214
3767409,1,Chi-Yun Mao,0.0
3325639,2,Lin Yu,0.3864
5761468,0,Kailee Helms,0.0
5761469,0,MJ Porsche,0.0
5761471,0,Joy Gemmill,0.0
5693003,2,Owen David,0.0143
5693002,0,Aiyana Waller,0.0286
5693009,0,Keegan Cline,0.0071
4802312,2,Nate Rodriquez,0.0143
5126131,2,Robert Lightspeed,0.0286
5383063,0,Jury Quỳnh Lâm,0.1251
5383064,0,Ngô Phương Thảo,0.0848
1599725,0,Hoàng Trần Minh Đức,0.0682
2413141,2,Ngô Quang Tuấn,0.1983
5383066,0,Ngô Nhan Đức Huy,0.0807
5552154,0,Serak Savorn,0.0143
3226110,0,Piseth Chhun,0.095
5772150,0,Pin Sreybor,0.0
5772152,0,Preab Pouch,0.0
5772153,0,Thon Sovakiry,0.0
1757075,1,Eszter Tompa,0.4132
60422,2,Gabriel Spahiu,1.5418
5168256,0,Adonis Tanța,0.2023
5168257,0,Oana Mardare,0.065
592227,2,Șerban Pavlu,0.4409
5168259,0,Annamária Biluska,0.1116
2080407,1,Ilinca Manolache,1.4659
4215259,0,Baron Ryan,0.0621
3323070,0,Jonathan Flanders,0.2079
5345471,0,Josh Czuba,0.0362
2338811,1,Sarah J. Bartholomew,1.8104
2869019,3,Caroline Grossman,0.2599
996700,2,Dax Flame,1.473
85930,2,John Mayer,0.6054
2087239,1,Kwak Sun-young,1.2835
1256488,1,Kwon Yu-ri,0.7061
2139451,1,Lee Sul,0.8334
3832882,1,Gi So-you,0.683
1372475,1,Shin Dong-mi,1.0087
1191711,1,Kil Hae-yeon,1.1184
1671441,2,Heo Jeong-do,1.3855
1680316,2,Heo Ji-won,0.602
3177082,1,Yeom Ji-young,0.1447
3760426,2,Yoo Jung-hoo,0.8783
5571787,0,Al Jo,0.0
5571788,0,ely.,0.0
5571789,0,Erin,0.0
5571791,0,Komete,0.0
5571792,0,Lezar,0.0
5571794,0,Lou Mara,0.0
5571795,0,Nyx,0.0
5476889,0,Lucie Babayan,0.0
2357022,3,La Fille Renne,0.0214
2270760,0,Lanisa Dawn,0.1808
1350977,0,Sandra Foisy,0.0143
115440,1,Sydney Sweeney,11.0693
11107,2,Ben Foster,1.8875
28044,1,Merritt Wever,2.757
2252989,1,Katy O'Brian,2.6213
58019,2,Ethan Embry,3.1446
1803480,1,Jess Gabor,1.3614
124645,2,Chad L. Coleman,1.2241
1116629,2,Tony Cavalero,1.685
1380492,2,Miles Mussenden,0.773
5753238,0,Khawla Abdusalam,0.0
5771944,0,Hiba Judeh,0.0
2220913,2,Abdulrahman Al Madani,0.0071
5771945,0,Aiham AlSubaihi,0.0
5771946,0,Hind Ali,0.0
5771947,0,Butti Ahmad Bin Hindi,0.0
5771948,0,Khaltham Ahmad Bin Hindi,0.0
1779027,1,Kaede Hondo,2.2867
1254340,1,Asami Tano,1.0262
1324469,1,Risa Taneda,1.8047
2102121,1,Maki Kawase,1.3002
1732279,1,Rika Kinugawa,1.1935
1496002,1,Minami Tanaka,1.368
77931,1,Kotono Mitsuishi,2.1705
93803,2,Mamoru Miyano,2.4068
1241498,2,Daisuke Ono,2.2005
34676,2,Roger Carel,0.7004
57540,2,Jacques Morel,0.4234
5185,2,Jean Martinelli,0.468
589521,2,Pierre Tornade,0.7206
48417,2,Roger Lumont,0.333
60688,1,Micheline Dax,0.4949
2345195,2,Stéphane Steeman,0.0457
131380,2,Gérard Hernandez,0.7385
57541,2,Henri Labussière,0.4206
93532,2,Laurent Lafitte,1.3985
19888,1,Géraldine Pailhas,0.7015
1814783,0,Thierry Garcia,0.2256
1732197,1,Olivia Gotanègre,0.1619
2022358,1,Sophie Maréchal,0.2739
30435,1,Flora Montgomery,1.1664
1423214,2,Matthew Gravelle,0.6025
1238452,1,Lu Corfield,0.6853
2438358,2,Jonathan Keeble,0.3079
206161,2,Celyn Jones,0.7138
4087075,2,Chico Pinheiro,0.1454
1759972,2,Vladimir Herzog,0.0362
4337841,0,André Herzog,0.0071
5768341,0,Ivo Herzog,0.0071
5277881,0,Clarice Herzog,0.0409
2278328,0,Paulo Markun,0.0071
5768342,0,Dilea Frate,0.0071
5768345,0,Anthony de Cristo,0.0071
5768346,0,Ubiratan de Paula Santos,0.0071
5768348,0,Elvira Alegre,0.0
6020,2,Denis Podalydès,0.8675
22306,2,Kad Merad,1.1036
73828,1,Marilyne Canto,0.6338
3822,1,Ángela Molina,2.0476
765,1,Hiam Abbass,1.5804
13688,1,Karin Viard,1.29
121533,1,Agathe Bonitzer,0.6825
4256983,0,Élisabeth Quin,0.1088
19077,2,Xavier Legrand,0.2683
3281342,0,Prakash Saput,0.0357
2541449,1,Upasana Singh Thakuri,0.1973
1950475,0,Dhiraj Magar,0.081
1748437,2,Buddhi Tamang,0.5089
1748436,2,Kedar Ghimire,0.7664
1922516,0,Shishir Bangdel,0.0871
2294287,0,Shyama Shree Sherpa,0.0071
3062380,0,Yuvaraj Lama,0.0214
3120515,0,Nabil Al Raee,0.1292
5404528,0,Fadi Al Ghoul,0.0071
5101594,2,Abraham Abdiel Arya Putra Yudianto,0.0
5686797,0,Rachel Santoso,0.0
2838114,1,Juliana Lourenção,0.1299
1523704,2,Pope Francis,0.5196
87345,1,Rifka Lodeizen,1.2467
1197738,2,David Lucieer,0.163
1180907,1,Daniella Kertesz,1.9992
5080941,0,Mickey Kertesz,0.0143
11181,2,Kenneth Branagh,3.6435
1364004,2,Tom Bateman,1.8858
516,1,Annette Bening,2.9413
59919,2,Russell Brand,1.203
492791,2,Ali Fazal,1.5768
5539,1,Dawn French,1.7968
90633,1,Gal Gadot,3.9545
53807,2,Armie Hammer,1.6156
1223793,1,Rose Leslie,3.4725
2201315,1,Emma Mackey,3.6699
38661,2,Christian Byers,0.3615
5421678,0,Michele Salamone,0.0143
5421679,0,Rosa Peronace,0.0071
5464572,0,Stefano Francalanci,0.0071
5731758,0,Evan M. Allen,0.0
5731759,0,Julia Huff,0.0
5731762,0,Dale Dobson,0.0
569,2,Ethan Hawke,7.0203
1392137,1,Margaret Qualley,6.034
21127,2,Bobby Cannavale,3.219
125660,2,Andrew Scott,2.4449
559627,2,Jonah Lees,1.1127
163545,2,Simon Delaney,0.7457
14432,2,Patrick Kennedy,1.0624
3440085,0,John Doran,0.2106
2085605,0,Caitríona Ennis,0.5109
5231296,2,Ian Dillon,0.5125
552069,2,Yoon Joo-Sang,1.1524
1254426,1,Yang Hee-kyung,0.6397
1419852,2,Park Jong-hwan,1.0019
5186415,0,Yang Mi-seon,0.18
2446795,1,Jeong Ae-hwa,0.3906
1482672,2,Yoo Soon-woong,0.3678
2215973,2,Na Jong-min,0.0867
79574,2,Park Won-sang,1.284
567621,1,Choi Hee-jin,0.9722
3053482,1,Maggie García,0.0973
2510657,1,Patricia Peñalver,0.0884
3578019,0,Eve Ryan,0.4732
2949789,1,Elena Gallardo,0.0895
4377946,0,Mike Fajardo,0.0717
1714809,1,Shirley Chen,0.2361
1375795,2,Daniel Zolghadri,0.7444
1689647,2,Garrett Richmond,0.1754
1990618,1,Duvall O'Steen,0.112
1473140,2,Brian McCarthy,0.4917
5766582,0,Christopher Hogue,0.0
5766583,0,William R. McHattie,0.0
5766585,0,Sarah Pollard,0.0
5766586,0,Mike Talbott,0.0
5766587,0,Kate Bonnevier,0.0
4462402,0,Neena Boyle,0.0071
5765793,0,Bethany Baldwin,0.0
2497698,0,Kyle Popovich,0.0143
4151122,0,Liliana Zajbert,0.0963
116173,2,Mateusz Damięcki,1.398
1590642,1,Monika Pikuła,0.3516
136558,2,Adam Woronowicz,0.6675
2539487,0,Maksymilian Zieliński,0.3653
3976344,1,Mila Jankowska,0.5669
1522825,1,Milena Lisiecka,0.2288
1138526,2,Henryk Niebudek,0.3058
2464977,1,Dominika Kachlik,0.4041
2552649,2,Daniel Namiotko,0.2785
5314677,0,Andy Garro,0.0
1576786,1,Renate Reinsve,1.6268
1640,2,Stellan Skarsgård,3.5175
1421850,1,Inga Ibsdotter Lilleaas,1.0477
18050,1,Elle Fanning,5.3234
1367617,2,Cory Michael Smith,1.1759
2556531,1,Catherine Cohen,1.0977
225835,1,Pia Borgli,0.1831
5375135,2,Jonas Jacobsen,0.0794
71610,2,Anders Danielsen Lie,1.0982
2244,2,Jesper Christensen,1.3166
5617558,0,Henry Wakeham,0.0
5617556,0,Bailey Hunt,0.0
5739997,0,Gwyn Ho,0.0143
5739999,0,Kevin Laskowski,0.0
1565208,1,Victoria Ekanoye,0.8136
1680719,0,Tina Mba,0.7895
5709009,0,Lesedi Job,0.0
5389673,2,Vahid Mobasseri,0.0821
5428352,1,Mariam Afshari,0.1125
2393767,2,Ebrahim Azizi,0.1175
5428353,1,Hadis Pakbaten,0.098
5406499,0,Majid Panahi,0.07
5428354,0,Mohamad Ali Elyasmehr,0.0538
2367456,0,George Hashem Zadeh,0.112
5451568,0,Delmaz Najafi,0.1169
5451569,0,Afsaneh Najm Abadi,0.0646
4659751,2,Kole Parks,0.0
4659752,1,Jae Chung,0.0621
4687558,0,Corey Parks,0.0071
5469,2,Ralph Fiennes,5.3395
11279,2,Roger Allam,1.856
13633,2,Mark Addy,2.4232
2629,2,Alun Armstrong,1.7104
589652,2,Robert Emms,0.8722
57461,2,Simon Russell Beale,1.4814
31739,2,Oliver Chris,1.113
40660,2,Malcolm Sinclair,0.7895
6973,1,Fenella Woolgar,1.2991
5612842,2,Oliver Briscombe,0.0071
2577251,1,Fang Yu-hsing,1.0876
4093622,0,Yu-jie Li,0.0214
3936302,2,Lin Tse-kai,0.0714
5663914,0,Rosarinha,0.0143
5663915,0,Cristiane Graciano,0.0071
5663916,0,Mãe Flor,0.0214
5663917,0,Marcelina Martins,0.0362
5663918,0,Miriam Mendes,0.0071
5662615,0,Karol Maia,0.0
1747934,2,Jurģis Spulenieks,0.0441
4137767,0,Einars Repše,0.0621
2893212,0,Agate Krista,0.042
2220393,0,Kristians Karelins,0.0398
1189521,0,Regnārs Vaivars,0.0666
2424324,0,Armands Bergis,0.293
1972506,1,Olia Poliakova,0.1391
3269601,2,Jesse Keel,0.0214
5083027,0,Evzen Conejero,0.0143
5746708,0,Jane Ponggo,0.0286
4656066,0,Rojina Esmaeili,0.1126
4656068,0,Saba Vahedyousefi,0.0717
1291233,2,Matthew Rankin,0.2732
2477204,2,Pirouz Nemati,0.1301
1527021,2,Mani Soleymanlou,0.4252
4656065,0,Ila Firouzabadi,0.0635
4656070,0,Sobhan Javadi,0.0421
590831,1,Danielle Fichaud,0.3049
4725539,0,Bahram Nabatian,0.0954
4725541,0,Hemela Pourafzal,0.0071
2411944,0,Napo Martino,0.0604
4280638,0,Lisa Schachtel,0.0362
3482562,0,Júlia Lorrana,0.0143
5003020,0,Rebecca Braga,0.0289
5036194,0,Lion Guimarães,0.0
5040607,0,Terezinha Aparecida,0.0071
5040610,0,Julio Cesar Melo,0.0071
5040611,0,Lavinia Rabelo,0.0
5040614,0,Marcos Silva,0.0071
5040615,0,Heitor da SIlva Cruz,0.0
1121225,0,László Bolyki,0.0261
1121224,0,Tamás Pajor,0.0264
1121227,0,József Borbély,0.0243
1121229,0,Zsolt Deák,0.0286
1121231,0,Tibor Dóka,0.0143
1121233,0,Sarah Fruct,0.0
1121234,0,János Gémes,0.0886
5292,2,Denzel Washington,5.0661
19492,1,Viola Davis,2.6997
196179,2,Stephen McKinley Henderson,1.7511
1607522,2,Jovan Adepo,1.7372
62649,2,Russell Hornsby,1.2852
34,2,Mykelti Williamson,2.5437
1607523,1,Saniyya Sidney,0.6695
99407,1,Lesley Boone,0.9006
1725188,2,Christopher Mele,0.2744
134937,2,Jason Silvis,0.4762
4741685,0,Leonor Buescu,0.0357
5549082,0,Gil Sousa,0.0071
2249237,0,Radoslava Mrkšić,0.1119
4609808,0,Luka Knez,0.0712
3179469,0,Tea Ljubešić,0.1968
1301876,1,Areta Ćurković,0.14
2148360,0,Iva Kraljević,0.0143
3229841,1,Princess Adenike,0.314
5750020,0,Queensly Ajibola,0.0071
5377480,0,Natividad Alemany,0.0143
1087135,1,Celia Au,0.866
4893,2,Clem Cheung,0.7597
4515828,0,Angela Chew,0.1581
25448,1,Caroline Chikezie,0.8085
5750022,0,Alaia Diop,0.0
5750023,0,Ase Diop,0.0214
5750024,0,Ayaan Diop,0.0071
10978,1,Maggie Smith,3.2204
350,1,Laura Linney,3.0384
8534,1,Kathy Bates,2.9686
3239558,1,Agnes O'Casey,0.6364
9029,2,Stephen Rea,2.214
87908,2,Mark O'Halloran,0.9845
4172579,0,Eric D. Smith,0.0965
1539217,2,Mark McKenna,1.0215
40043,2,Niall Buggy,0.6811
1546861,1,Hazel Doupe,1.2151
3284,2,Bruce Springsteen,1.4864
3291204,2,Justin Powell,0.1412
2517087,2,Jeffry Batista,0.1471
4502361,0,Danny Burgos,0.0642
5202922,0,Brandon Hartsfield,0.0143
2933942,1,Madelin Marchant,0.0821
1434041,2,Ruben Rabasa,1.1692
5750028,0,Chad Raven,0.0071
1788168,2,Bryant Tardy,0.4013
5313607,0,Camden Collier,0.0071
5750030,0,Milan Fields,0.0
5750031,0,Bethany Livers,0.0
5750032,0,Dwight Nelson,0.0
78798,2,Tom Kenny,2.3879
6574,2,Clancy Brown,5.1153
70615,2,Rodger Bumpass,1.8066
34398,2,Bill Fagerbakke,1.7597
78799,1,Carolyn Lawrence,1.0884
188229,2,Mr. Lawrence,1.5304
2,2,Mark Hamill,3.7188
1457999,2,Arturo Castro,1.9465
2088734,1,Sherry Cola,1.9144
35705,1,Regina Hall,3.7794
3154311,1,Lawson Greyson,0.2429
98421,1,Sarah Nicklin,0.5195
4614199,1,Jenna Hogan,0.5214
3553946,1,Isabella Feliciana,0.5434
2766415,2,Sean Berube,0.9936
2089343,2,Riley Nottingham,0.4016
3705954,1,Lily Speiser,0.5112
5067483,1,Samantha Cochran,0.4326
1092570,2,Stephen Gurewitz,1.8318
2340443,0,Miles Emanuel,0.1933
1692997,1,Jang Yoon-ju,1.2981
1583321,1,Choi Soo-in,0.2765
5649902,2,Joo Min-hyeong,0.0143
4147319,2,Jayden Cheung,0.0848
5183161,0,Erfan Shekarriz,0.0921
5183168,0,Arm Anatphikorn,0.0673
5182096,0,Zenni Corbin,0.0486
2640689,2,Wang Ko-Yuan,0.2997
5196453,0,Arhura Mazda,0.0618
20014,2,Sebastian Soukup,0.1794
5104659,0,María Victoria Fernanda Gallardo,0.0
5104660,0,María Máxima Ramos,0.0143
5104661,0,Ana Jenefes,0.0071
2677711,0,Fernanda Uzqueda,0.0143
3394510,2,Benjamin Bourgois,0.1928
1384486,2,Bruno Sanches,0.6751
1672709,1,Jeanne Arènes,0.4359
2425998,3,Eva Victor,0.8277
1537686,1,Naomi Ackie,2.0064
163731,2,Louis Cancelmi,1.4319
1309781,1,Kelly McCormack,1.9909
1105079,2,Lucas Hedges,1.2777
3911,2,John Carroll Lynch,2.2323
1218184,1,Hettienne Park,0.8015
2849185,3,E.R. Fightmaster,0.7143
3887701,0,Cody Reiss,0.1308
3075124,2,Jordan Mendoza,0.3107
5757816,0,Vaca René,0.0071
